source;target;weight
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];sariyam [[(coat of) armour, (coat of) armor]];0.009
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];idu [[arm, doorkeeper]];0.008
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];iltānu [[north wind, north]];0.008
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];zakû [[be(come) clear, pure, pure one, clear]];0.007
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];halluptu [[armour]];0.007
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];tību [[attack, arousal]];0.007
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];nigiṣṣu [[crack]];0.007
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];Nagite-raqqi_P [?];0.007
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];šurīnu [[(divine) emblem]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];purussû [[decision, verdict, (legal) decision]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];entu [[high priestess, priestess]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];apāru [[cover the head]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];lazzu [[enduring]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];sipittu [[mourning (rites)]];0.006
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];adru [[dark, afraid, scared, threshing floor]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];ahāru [[be behind, be(come) behind]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];lumnu&&libbu [[evil&&interior, misdeed&&interior]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];kabāru [[be(come) thick]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];Ništun_P [?];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];šapṣu [[recalcitrant, strong one, recalcitrant one, recalcitant]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];halālu [[creep, pipe]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];Elunu [[1]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];Iadnana_P [?];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];rapāsu [[beat]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];urinnu [[standard, eagle]];0.005
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];pūru [[(stone) bowl, lot]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];šadû [[mountain, mountain(s), east, east wind, (a mineral component of glaze)]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];ṣabātu [[seize]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];namurratu [[awe-inspiringly radiance, awe-inspiring radiance]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];Paqarahubunu_P [?];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];ezzu [[furious]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];herṣu [[fragment]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];illatu [[band]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];naprušu [[fly]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];supû [[prayer, (meaning uncertain)]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];ṣāltu [[combat]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];natbāku [[pouring]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];mupparšu [[flying one, flying]];0.004
adāru [[be(come) dark, be(come) afraid (of), (a tree), be(come) afraid, be afraid (of), be(come) afraid of, (be)come dark]];napšu [[wide, life, plucked]];0.004
ezzu [[furious]];kakku [[stick, weapon]];0.014
ezzu [[furious]];šumru [[fury]];0.012
ezzu [[furious]];šamru [[furious, furious one, (a plant)]];0.011
ezzu [[furious]];Girra [[1, fire(-god)]];0.011
ezzu [[furious]];allallu [[(a kind of bird), powerful, powerful one]];0.011
ezzu [[furious]];hamuttu [[haste]];0.009
ezzu [[furious]];tību [[attack, arousal]];0.009
ezzu [[furious]];ḫamāṭu [[burn (up)]];0.009
ezzu [[furious]];mušamqitu [[overturning, one who brings to fall, one who overthrows]];0.009
ezzu [[furious]];ziāqu [[blow]];0.007
ezzu [[furious]];tāhāzu [[battle]];0.007
ezzu [[furious]];hâlu [[melt (away)]];0.007
ezzu [[furious]];suhhurtu [[retreat]];0.007
ezzu [[furious]];gitmālu [[perfect, perfect one, perfection, perfect(?)]];0.006
ezzu [[furious]];Sumuqan [[1]];0.006
ezzu [[furious]];lābu [[lion]];0.006
ezzu [[furious]];namurratu [[awe-inspiringly radiance, awe-inspiring radiance]];0.006
ezzu [[furious]];kaškaššu [[all-powerful, all powerful, all-powerful one, all powerful one]];0.006
ezzu [[furious]];tinūru [[oven]];0.006
ezzu [[furious]];ayyābu [[enemy]];0.006
ezzu [[furious]];abūbu [[flood]];0.006
ezzu [[furious]];nêʾu [[turned back, turn back]];0.006
ezzu [[furious]];tubqu [[corner, (outer) corner]];0.006
ezzu [[furious]];šibirru [[shepherd's staff]];0.006
ezzu [[furious]];babālu [[carry]];0.006
ezzu [[furious]];muʾabbitu [[destroyer, one who destroys]];0.005
ezzu [[furious]];rīmu [[wild bull]];0.005
ezzu [[furious]];mulmullu [[arrow]];0.005
ezzu [[furious]];qardu [[valiant, hero, valiant one, valliant]];0.005
ezzu [[furious]];melemmu [[fearsome radiance]];0.005
ezzu [[furious]];qardūtu [[heroism]];0.005
ezzu [[furious]];qamû [[burn (up), burnt, burn]];0.005
ezzu [[furious]];qālû [[roasting (oven), one who burns]];0.005
ezzu [[furious]];šarāku [[present, suppurate, (meaning unknown)]];0.005
ezzu [[furious]];urigallu [[standard, (divine) standard]];0.005
ezzu [[furious]];šitmuru [[very wild, praised]];0.005
ezzu [[furious]];nāšû [[bearing, bearer]];0.005
ezzu [[furious]];šuttinnu [[bat]];0.005
ezzu [[furious]];halālu [[creep, pipe]];0.005
ezzu [[furious]];parāru [[be(come) dissolved, break up]];0.005
ezzu [[furious]];nēšu [[lion]];0.004
ezzu [[furious]];idu [[arm, doorkeeper]];0.004
ezzu [[furious]];imhullu [[destructive wind]];0.004
ezzu [[furious]];šāru [[wind, unit, (meaning unknown)]];0.004
ezzu [[furious]];ezzu [[furious]];0.004
ezzu [[furious]];qarrādu [[hero, warlike]];0.004
ezzu [[furious]];Anunnaki [[1]];0.004
ezzu [[furious]];lemnu [[bad, bad one, evil, evil one]];0.004
ezzu [[furious]];hurbāšu [[frost]];0.004
ezzu [[furious]];hengallu [[plenty]];0.004
ezēzu [[be(come) angry]];nīdu [[l(a)ying, cumulus cloud, laying down, l(a)ying (down), (meaning uncertain)]];0.019
ezēzu [[be(come) angry]];erhu [[aggressive]];0.017
ezēzu [[be(come) angry]];agāgu [[be(come) furious, to be(come) furious]];0.012
ezēzu [[be(come) angry]];purruku [[lying across, blocked]];0.01
ezēzu [[be(come) angry]];Anum [[1]];0.009
ezēzu [[be(come) angry]];šulû [[street]];0.007
ezēzu [[be(come) angry]];sakāpu [[push down, rest, push away]];0.006
ezēzu [[be(come) angry]];hašû [[lung(s), thyme?, dark, crush, to be(come) dark, thyme]];0.006
ezēzu [[be(come) angry]];būšānu [[bad smell, (a plant)]];0.005
ezēzu [[be(come) angry]];ṣarāhu [[heat up, flare, cry out, wail, light up, send]];0.005
ezēzu [[be(come) angry]];kabattu [[liver]];0.005
ezēzu [[be(come) angry]];hamṭu [[quick, flaming, hot]];0.005
ezēzu [[be(come) angry]];migru [[consent]];0.004
ezēzu [[be(come) angry]];ṣehēru [[be(come) small]];0.004
ezēzu [[be(come) angry]];napāhu [[blow, rise]];0.004
ezēzu [[be(come) angry]];marāṣu [[be(come) ill]];0.004
ezēzu [[be(come) angry]];Sagmegar [[Jupiter]];0.004
ezēzu [[be(come) angry]];ilu [[god, lament, song, pure]];0.003
ezēzu [[be(come) angry]];Elamtu_P [?];0.003
ezēzu [[be(come) angry]];palû [[period of office, reign (of a king), reign, the sign BAL, (meaning uncertain)]];0.003
ezēzu [[be(come) angry]];libbu [[interior, heart, inner body, (a kind of bread)]];0.003
ezēzu [[be(come) angry]];mâtu [[die]];0.003
ezēzu [[be(come) angry]];kakku [[stick, weapon]];0.003
ezēzu [[be(come) angry]];ekēmu [[remove, take away]];0.003
ezēzu [[be(come) angry]];patru [[sword, dagger, knife]];0.003
ezēzu [[be(come) angry]];Ea [[1]];0.002
ezēzu [[be(come) angry]];Marduk [[1]];0.002
ezēzu [[be(come) angry]];abātu [[destroy, run away]];0.002
ezēzu [[be(come) angry]];peṣû [[white, white one, be(come) white]];0.002
ezēzu [[be(come) angry]];bašû [[be(come at hand), be (at hand), exist, existing, be]];0.002
ezēzu [[be(come) angry]];mātu [[land, sacred precinct?]];0.002
ezēzu [[be(come) angry]];Šamaš [[1]];0.002
ezēzu [[be(come) angry]];rabû [[big, be(come) big, great, big one, set, fourth, great one, to be big]];0.002
ezēzu [[be(come) angry]];Enlil [[1]];0.002
ezēzu [[be(come) angry]];Esagil_P [?];0.002
ezēzu [[be(come) angry]];rašû [[acquire, possessing, be(come) red, slacken, acquired]];0.002
ezēzu [[be(come) angry]];nišu [[people]];0.002
ezēzu [[be(come) angry]];pašāru [[release, loosen]];0.002
ezēzu [[be(come) angry]];pû [[mouth, chaff]];0.002
ezēzu [[be(come) angry]];šamû [[sky, heaven, rain]];0.002
ezēzu [[be(come) angry]];ṣēru [[back]];0.002
ezēzu [[be(come) angry]];gamāru [[bring to conclusion, complete, bring to completion, completing]];0.002
ezēzu [[be(come) angry]];parzillu [[iron, (a stone or bead)]];0.002
ezēzu [[be(come) angry]];šakkanakku [[(military) governor, (military) general]];0.002
ezēzu [[be(come) angry]];rēʾû [[shepherd]];0.002
ezēzu [[be(come) angry]];šittu [[sleep, remnant, excrement, (a kind of meat), remainder]];0.002
ezēzu [[be(come) angry]];pagru [[body]];0.002
ezēzu [[be(come) angry]];sūqu [[street]];0.002
ezēzu [[be(come) angry]];Arbail_P [?];0.002
ezēzu [[be(come) angry]];Bel [[1]];0.002
galātu [[tremble]];galātu [[tremble]];0.03
galātu [[tremble]];daʾmu [[dark, dark one]];0.013
galātu [[tremble]];sakālu [[balk, acquire]];0.009
galātu [[tremble]];bašāmu [[create, sackcloth, allocate]];0.006
galātu [[tremble]];awīlu [[man]];0.005
galātu [[tremble]];palāhu [[fear, be(come) afraid]];0.005
galātu [[tremble]];nâlu [[lie down, lie down (to sleep)]];0.005
galātu [[tremble]];bāštu [[dignity]];0.005
galātu [[tremble]];nabāṭu [[be(come) bright]];0.005
galātu [[tremble]];mayyālu [[bed]];0.004
galātu [[tremble]];rabāṣu [[sit, lie down]];0.004
galātu [[tremble]];maqātu [[fall]];0.004
galātu [[tremble]];bārtu [[revolt, rebellion]];0.004
galātu [[tremble]];antallû [[eclipse]];0.004
galātu [[tremble]];patru [[sword, dagger, knife]];0.004
galātu [[tremble]];šēpu [[foot]];0.003
galātu [[tremble]];ṣerru [[socket for doorpost, snake, enmity]];0.003
galātu [[tremble]];rašû [[acquire, possessing, be(come) red, slacken, acquired]];0.003
galātu [[tremble]];magāru [[consent]];0.003
galātu [[tremble]];ramāku [[bathe, bathe oneself]];0.003
galātu [[tremble]];šakānu [[put]];0.003
galātu [[tremble]];šahû [[pig, (meaning unknown)]];0.003
galātu [[tremble]];agû [[crown, wave, tiara]];0.003
galātu [[tremble]];lišānu [[tongue]];0.003
galātu [[tremble]];šarāhu [[take pride in something, take pride in]];0.003
galātu [[tremble]];awīlūtu [[mankind, humanity]];0.003
galātu [[tremble]];parzillu [[iron, (a stone or bead)]];0.003
galātu [[tremble]];qātu [[hand]];0.002
galātu [[tremble]];tebû [[get up, arise, arisen, rising]];0.002
galātu [[tremble]];napāhu [[blow, rise]];0.002
galātu [[tremble]];hīpu [[purified, break(age), break]];0.002
galātu [[tremble]];ṭiābu [[be(come) good, be(come) satisfied]];0.002
galātu [[tremble]];dâku [[kill, killed]];0.002
galātu [[tremble]];ṣalmu [[effigy, black one, black, figure, image]];0.002
galātu [[tremble]];narkabtu [[chariot]];0.002
galātu [[tremble]];pû [[mouth, chaff]];0.002
galātu [[tremble]];mūšu [[night]];0.002
galātu [[tremble]];maḫru [[front, received]];0.002
galātu [[tremble]];šamšu [[sun]];0.002
galātu [[tremble]];rēšu [[head]];0.001
galātu [[tremble]];muhhu [[skull]];0.001
galātu [[tremble]];bītu [[house, spending the night, temple, stayed overnight]];0.001
galātu [[tremble]];mû [[water, mu-word]];0.001
galātu [[tremble]];ūmu [[day, storm(-demon)]];0.001
galātu [[tremble]];šarru [[king, bent]];0.001
galātu [[tremble]];mātu [[land, sacred precinct?]];0.001
galātu [[tremble]];kašādu [[reach, approach]];0.001
galātu [[tremble]];abu [[father]];0.001
galātu [[tremble]];bēlu [[lord]];0.001
galātu [[tremble]];pānu [[front, unit, face, (a basket), basket]];0.001
gilittu [[terror]];pirittu [[terror]];0.038
gilittu [[terror]];ašuštu [[affliction]];0.02
gilittu [[terror]];arurtu [[famine]];0.019
gilittu [[terror]];nakādu [[beat]];0.018
gilittu [[terror]];šahṭu [[jumped, stripped, stripped?, attacking, formed]];0.017
gilittu [[terror]];ḫūṣu [[pain]];0.016
gilittu [[terror]];adirtu [[gloominess, fear]];0.016
gilittu [[terror]];ḫīpu [[break]];0.014
gilittu [[terror]];māru&&bārû [[son&&diviner]];0.011
gilittu [[terror]];mūšu [[night]];0.01
gilittu [[terror]];niqittu [[anxiety, retaliation]];0.009
gilittu [[terror]];tamītu [[oath]];0.009
gilittu [[terror]];parādu [[be(come) scared, be(come) fearful, separate oneself]];0.009
gilittu [[terror]];aršu [[dirty]];0.009
gilittu [[terror]];labšu [[clothed]];0.009
gilittu [[terror]];nashu [[torn out, deportee, torn]];0.008
gilittu [[terror]];nissatu [[wailing]];0.007
gilittu [[terror]];gilittu [[terror]];0.006
gilittu [[terror]];ṣubātu [[textile, textile, garment]];0.006
gilittu [[terror]];ginû [[regular contribution (to temple), child, regular contribution]];0.006
gilittu [[terror]];kūnu [[be(come) permanent, firmness, firm]];0.006
gilittu [[terror]];arratu [[curse]];0.005
gilittu [[terror]];hātu [[terror, the sign HAD₂]];0.005
gilittu [[terror]];šatû [[drink, knot together, knotted, knotted one]];0.005
gilittu [[terror]];šupêlu [[exchange]];0.005
gilittu [[terror]];šahāṭu [[jump (on), tear away, jump, be(come) angry]];0.004
gilittu [[terror]];pašāšu [[anoint]];0.004
gilittu [[terror]];enû [[change, overturned, loincloth, changed]];0.004
gilittu [[terror]];nahāsu [[sob, (re)cede]];0.003
gilittu [[terror]];amāru [[see, appear, experience, pile up bricks]];0.003
gilittu [[terror]];pû [[mouth, chaff]];0.003
gilittu [[terror]];ardu [[slave]];0.003
gilittu [[terror]];luʾʾû [[sully, sullied]];0.003
gilittu [[terror]];akālu [[eat, hurt]];0.003
gilittu [[terror]];adānu [[fixed date, fixed time]];0.002
gilittu [[terror]];rigmu [[voice]];0.002
gilittu [[terror]];šemû [[hear, listen, hearing, heard, accept (prayer), informed]];0.002
gilittu [[terror]];palāhu [[fear, be(come) afraid]];0.002
gilittu [[terror]];libbu [[interior, heart, inner body, (a kind of bread)]];0.002
gilittu [[terror]];Elamtu_P [?];0.002
gilittu [[terror]];ummānu [[army, military force]];0.002
gilittu [[terror]];maqātu [[fall]];0.002
gilittu [[terror]];lapātu [[touch]];0.002
gilittu [[terror]];alāku [[go, multiply, travel]];0.001
gilittu [[terror]];šulmu [[completeness, well-being]];0.001
gilittu [[terror]];qû [[flax, unit, copper, (a capacity measure), bronze, thread]];0.001
gilittu [[terror]];ṭūbu [[goodness]];0.001
gilittu [[terror]];šakānu [[put]];0.001
gilittu [[terror]];qātu [[hand]];0.001
gilittu [[terror]];bītu [[house, spending the night, temple, stayed overnight]];0.0
kimiltu [[wrath]];ridâtu [[persecution]];0.017
kimiltu [[wrath]];pašāru [[release, loosen]];0.008
kimiltu [[wrath]];ilu [[god, lament, song, pure]];0.006
kimiltu [[wrath]];Zappu [[Bristle, 1, Pleiades]];0.005
kimiltu [[wrath]];magir [[favourable, agreeable]];0.005
kimiltu [[wrath]];wardu [[slave]];0.004
kimiltu [[wrath]];awīlu [[man]];0.004
kimiltu [[wrath]];ištaru [[goddess]];0.004
kimiltu [[wrath]];halāqu [[be(come) lost, (be) lost]];0.003
kimiltu [[wrath]];palāsu [[look (at), look at, see, look]];0.003
kimiltu [[wrath]];adānu [[fixed date, fixed time]];0.003
kimiltu [[wrath]];ūmu [[day, storm(-demon)]];0.003
kimiltu [[wrath]];Marduk [[1]];0.003
kimiltu [[wrath]];eṭemmu [[ghost]];0.003
kimiltu [[wrath]];bāšû [[what exists, existing]];0.003
kimiltu [[wrath]];amāru [[see, appear, experience, pile up bricks]];0.002
kimiltu [[wrath]];paṭāru [[loosen, untie]];0.002
kimiltu [[wrath]];šattu [[year]];0.002
kimiltu [[wrath]];bašû [[be(come at hand), be (at hand), exist, existing, be]];0.002
kimiltu [[wrath]];maqātu [[fall]];0.002
kimiltu [[wrath]];waṣû [[go out, going out, gone out]];0.002
kimiltu [[wrath]];epēšu [[do]];0.002
kimiltu [[wrath]];ālu [[city, village, town, ram]];0.002
kimiltu [[wrath]];sinništu [[woman]];0.002
kimiltu [[wrath]];redû [[be(come) suitable, soldier, accompany, accompanying, accompanied, lead, (meaning uncertain)]];0.002
kimiltu [[wrath]];balāṭu [[live, life]];0.002
kimiltu [[wrath]];rubû [[ruler, prince]];0.002
kimiltu [[wrath]];ittu [[sign, peculiarity]];0.002
kimiltu [[wrath]];lemnu [[bad, bad one, evil, evil one]];0.002
kimiltu [[wrath]];qaqqaru [[ground, earth]];0.001
kimiltu [[wrath]];libbu [[interior, heart, inner body, (a kind of bread)]];0.001
kimiltu [[wrath]];šiptu [[incantation, wording]];0.001
kimiltu [[wrath]];dīnu [[legal decision, judged]];0.001
kimiltu [[wrath]];mātu [[land, sacred precinct?]];0.001
kimiltu [[wrath]];pānu [[front, unit, face, (a basket), basket]];0.001
kimiltu [[wrath]];alāku [[go, multiply, travel]];0.001
kimiltu [[wrath]];qātu [[hand]];0.001
kimiltu [[wrath]];Akkad_P [?];0.001
kimiltu [[wrath]];qerbu [[center, centre, near, middle]];0.001
kimiltu [[wrath]];PLACE [?];0.001
kimiltu [[wrath]];šarru [[king, bent]];0.0
libbātu [[rage]];malû [[full, be(come) full, abundance, matted hair, matted, dirty (body) hair, full one, be full, matted, matted (body) hair]];0.008
libbātu [[rage]];ašarēdu [[pre-eminent one, first and foremost, first and foremost one]];0.006
libbātu [[rage]];Nippur_P [?];0.006
libbātu [[rage]];nêru [[kill, strike, killer]];0.005
libbātu [[rage]];šemû [[hear, listen, hearing, heard, accept (prayer), informed]];0.003
libbātu [[rage]];Enlil [[1]];0.003
libbātu [[rage]];ṭēmu [[(fore)thought, reason, report]];0.002
libbātu [[rage]];ilu [[god, lament, song, pure]];0.002
libbātu [[rage]];Šamaš [[1]];0.002
libbātu [[rage]];awīlu [[man]];0.002
libbātu [[rage]];alāku [[go, multiply, travel]];0.002
libbātu [[rage]];māru [[son]];0.001
libbātu [[rage]];ROYALTY [?];0.001
libbātu [[rage]];bēlu [[lord]];0.001
